# format: step  potentialEnergy kineticEnergy totalEnergy
0 -0.119154 7.50005 7.38089
1 -0.121575 7.50021 7.37864
2 -0.12504 7.50052 7.37548
3 -0.128258 7.50095 7.37269
4 -0.13077 7.5015 7.37073
5 -0.133371 7.50216 7.36879
6 -0.135806 7.50295 7.36714
7 -0.138255 7.50385 7.3656
8 -0.140748 7.50489 7.36414
9 -0.143319 7.50606 7.36274
10 -0.14603 7.50737 7.36134
11 -0.148971 7.50884 7.35987
12 -0.152132 7.51048 7.35835
13 -0.155528 7.51231 7.35678
14 -0.159258 7.51433 7.35507
15 -0.163216 7.51657 7.35336
16 -0.167521 7.51905 7.35153
17 -0.172275 7.52179 7.34952
18 -0.177298 7.52481 7.34751
19 -0.182736 7.52813 7.3454
20 -0.18863 7.53177 7.34314
21 -0.194962 7.53574 7.34078
22 -0.201711 7.54006 7.33835
23 -0.208867 7.5447 7.33584
24 -0.216351 7.54965 7.3333
25 -0.224219 7.55484 7.33063
26 -0.232236 7.56019 7.32795
27 -0.240461 7.56553 7.32507
28 -0.248313 7.57068 7.32237
29 -0.255744 7.57535 7.31961
30 -0.262341 7.5792 7.31686
31 -0.267661 7.58181 7.31415
32 -0.271156 7.58265 7.31149
33 -0.272293 7.581 7.3087
34 -0.270187 7.57599 7.30581
35 -0.264141 7.56688 7.30274
36 -0.25421 7.55367 7.29946
37 -0.241435 7.53759 7.29616
38 -0.227233 7.51995 7.29272
39 -0.211023 7.50016 7.28913
40 -0.191841 7.47702 7.28518
41 -0.17184 7.45277 7.28093
42 -0.156122 7.43322 7.2771
43 -0.147652 7.42136 7.27371
44 -0.140842 7.41085 7.27001
45 -0.122437 7.38637 7.26393
46 -0.0831152 7.33829 7.25517
47 -0.0483636 7.29674 7.24838
48 -0.0731837 7.3201 7.24692
49 -0.147612 7.398 7.25039
50 -0.212534 7.46691 7.25438
51 -0.249373 7.5047 7.25533
52 -0.272511 7.52698 7.25447
53 -0.295155 7.5486 7.25344
54 -0.313788 7.56635 7.25256
55 -0.316789 7.56765 7.25086
56 -0.296556 7.5435 7.24694
57 -0.25192 7.49276 7.24084
58 -0.192301 7.42539 7.23309
59 -0.134042 7.35852 7.22448
60 -0.0872558 7.30359 7.21633
61 -0.0778698 7.2923 7.21443
62 -0.147725 7.36637 7.21865
63 -0.253851 7.48109 7.22724
64 -0.328611 7.56292 7.23431
65 -0.361221 7.59757 7.23635
66 -0.368896 7.6046 7.2357
67 -0.369179 7.60415 7.23497
68 -0.369393 7.60403 7.23464
69 -0.366326 7.60082 7.23449
70 -0.356436 7.59051 7.23407
71 -0.341791 7.57502 7.23323
72 -0.328163 7.56017 7.232
73 -0.320131 7.55083 7.2307
74 -0.318636 7.54842 7.22979
75 -0.32316 7.55238 7.22922
76 -0.333743 7.56252 7.22878
77 -0.350024 7.57856 7.22853
78 -0.369784 7.59809 7.2283
79 -0.389056 7.61724 7.22818
80 -0.405519 7.63323 7.22771
81 -0.41841 7.64524 7.22683
82 -0.427893 7.65372 7.22583
83 -0.434462 7.65937 7.22491
84 -0.438643 7.66241 7.22377
85 -0.439516 7.66229 7.22278
86 -0.436416 7.65798 7.22157
87 -0.428828 7.64884 7.22001
88 -0.417457 7.63556 7.21811
