# format: atomIndex Fx Fy Fz Vx Vy Vz
216

0      -4.62737e-16      -5.52943e-16      -5.37331e-16
1      -5.56413e-16      -6.01515e-16      -7.51569e-16
2      -4.7358e-16      -5.11743e-16      1.2889e-15
3      -5.04371e-16      -5.42535e-16      -1.29063e-15
4      -5.56413e-16      -5.49474e-16      0
5      -4.83988e-16      -5.29091e-16      1.29063e-15
6      -6.08454e-16      -7.39426e-16      -5.4904e-16
7      -7.03864e-16      -7.38125e-16      -7.33354e-16
8      -6.17128e-16      -7.42028e-16      1.33617e-15
9      -6.51822e-16      -7.34655e-16      -1.33617e-15
10      -7.00395e-16      -7.38125e-16      0
11      -6.31439e-16      -7.07767e-16      1.33617e-15
12      -5.25188e-16      1.26071e-15      -5.22152e-16
13      -5.14779e-16      1.31622e-15      -7.29885e-16
14      -4.28477e-16      1.22298e-15      1.30581e-15
15      -4.62737e-16      1.31622e-15      -1.30755e-15
16      -4.03757e-16      1.26765e-15      0
17      -4.42354e-16      1.29584e-15      1.30755e-15
18      -6.08454e-16      -1.31535e-15      -5.50775e-16
19      -7.03864e-16      -1.31752e-15      -7.2815e-16
20      -5.61617e-16      -1.26591e-15      1.27719e-15
21      -5.96311e-16      -1.31405e-15      -1.27719e-15
22      -6.44883e-16      -1.26895e-15      0
23      -5.75928e-16      -1.2941e-15      1.27719e-15
24      -6.08454e-16      -2.47198e-17      -5.54244e-16
25      -6.48353e-16      -1.99493e-17      -7.29885e-16
26      -5.06106e-16      -3.07913e-17      1.34137e-15
27      -5.408e-16      -1.64799e-17      -1.34137e-15
28      -5.33861e-16      -2.34188e-17      0
29      -5.20417e-16      0      1.34137e-15
30      -6.41848e-16      1.31535e-15      -5.25621e-16
31      -6.31439e-16      1.31752e-15      -7.66748e-16
32      -5.42968e-16      1.26591e-15      1.29237e-15
33      -5.75928e-16      1.31405e-15      -1.29237e-15
34      -5.20417e-16      1.26895e-15      0
35      -5.55112e-16      1.2941e-15      1.29237e-15
36      -8.26162e-16      -5.59882e-16      -5.47305e-16
37      -7.72819e-16      -6.0672e-16      -7.27283e-16
38      -7.73253e-16      -5.65086e-16      1.3301e-15
39      -7.72819e-16      -5.99781e-16      -1.3301e-15
40      -7.24247e-16      -5.99781e-16      0
41      -7.49401e-16      -5.82867e-16      1.3301e-15
42      -7.75421e-16      -7.16441e-16      -6.08454e-16
43      -7.70651e-16      -7.60243e-16      -7.56773e-16
44      -7.20778e-16      -7.17308e-16      1.36349e-15
45      -7.1514e-16      -7.1167e-16      -1.36349e-15
46      -7.1514e-16      -7.04731e-16      0
47      -6.93889e-16      -6.8695e-16      1.36349e-15
48      -8.26162e-16      1.36132e-15      -5.76796e-16
49      -8.24861e-16      1.34224e-15      -7.62845e-16
50      -8.32234e-16      1.31449e-15      1.33964e-15
51      -8.80372e-16      1.2902e-15      -1.33964e-15
52      -8.318e-16      1.28326e-15      0
53      -8.60423e-16      1.32533e-15      1.33964e-15
54      -7.1991e-16      -1.35482e-15      -5.47739e-16
55      -6.59629e-16      -1.34311e-15      -7.61977e-16
56      -7.76289e-16      -1.29671e-15      1.30972e-15
57      -7.1514e-16      -1.29107e-15      -1.30972e-15
58      -7.70651e-16      -1.28413e-15      0
59      -6.93889e-16      -1.26982e-15      1.30972e-15
60      -7.75421e-16      -2.60209e-17      -6.0325e-16
61      -7.1514e-16      -2.12504e-17      -7.56773e-16
62      -7.76289e-16      -2.68882e-17      1.36002e-15
63      -8.26162e-16      -2.12504e-17      -1.36002e-15
64      -7.1514e-16      -2.12504e-17      0
65      -8.04912e-16      0      1.36002e-15
66      -7.47666e-16      1.35482e-15      -5.79398e-16
67      -7.97973e-16      1.34311e-15      -7.44196e-16
68      -8.04912e-16      1.29671e-15      1.32359e-15
69      -7.97973e-16      1.29107e-15      -1.32359e-15
70      -7.97973e-16      1.28413e-15      0
71      -7.77156e-16      1.26982e-15      1.32359e-15
72      1.18438e-15      -5.84168e-16      -5.72025e-16
73      1.38908e-15      -5.7376e-16      -7.25548e-16
74      1.19522e-15      -4.87457e-16      1.29757e-15
75      1.28153e-15      -5.77229e-16      -1.29757e-15
76      1.33357e-15      -5.18249e-16      0
77      1.26114e-15      -5.56846e-16      1.29757e-15
78      1.38561e-15      -7.1167e-16      -5.76796e-16
79      1.42551e-15      -7.6588e-16      -7.64579e-16
80      1.33877e-15      -7.17742e-16      1.33964e-15
81      1.42898e-15      -7.10369e-16      -1.33964e-15
82      1.36653e-15      -7.17308e-16      0
83      1.4086e-15      -6.9042e-16      1.33964e-15
84      1.30234e-15      1.32663e-15      -5.53377e-16
85      1.23642e-15      1.31969e-15      -7.64579e-16
86      1.26114e-15      1.2889e-15      1.31622e-15
87      1.23989e-15      1.26765e-15      -1.31622e-15
88      1.23642e-15      1.27112e-15      0
89      1.21951e-15      1.30278e-15      1.31622e-15
90      1.38561e-15      -1.32229e-15      -5.24754e-16
91      1.42551e-15      -1.31752e-15      -7.62845e-16
92      1.33877e-15      -1.27285e-15      1.2876e-15
93      1.37347e-15      -1.26548e-15      -1.2876e-15
94      1.36653e-15      -1.26895e-15      0
